,informal_grid
8017,0.0
8018,0.0
8019,0.0
8020,0.0
8021,0.0
8022,0.0
8023,0.0
8024,0.0
8025,0.0
8026,0.0
8027,0.0
8028,0.0
8029,0.0
8030,0.0
8031,0.0
8032,0.0
8033,0.0
8034,0.0
8035,0.0
8036,0.0
8037,0.0
8038,0.0
8039,0.0
8040,0.0
8041,0.0
8042,0.0
8043,0.0
8044,0.0
8045,0.0
8046,0.0
8047,0.0
8048,0.0
8049,0.0
8050,0.0
8051,0.0
8052,0.0
8053,0.0
8054,0.0
8055,0.0
8056,0.0
8057,0.0
8058,0.0
8059,0.0
8060,0.0
8061,0.0
8062,0.0
8063,0.0
8064,0.0
8065,0.2257233414918085
8066,0.2312474377625297
8067,0.1594109257360381
8068,0.1236503695602999
8069,0.1236503695602999
8070,0.1236503695602999
8071,0.1236503695602999
8072,0.1236503695602999
8073,0.1236503695602999
8074,0.1236503695602999
8075,0.1236503695602999
8076,0.1236503695602999
8077,0.105639451223334
8078,0.01218696796384786
8079,0.01218696796384786
8080,0.01218696796384786
8081,0.01218696796384786
8082,0.01218696796384786
8083,0.01218696796384786
8084,0.01218696796384786
8085,0.01218696796384786
8086,0.01218696796384786
8087,0.01218696796384786
8088,0.01218696796384786
8089,0.01218696796384786
8090,0.01218696796384786
8091,0.01218696796384786
8092,0.01218696796384786
8093,0.01218696796384786
8094,0.01218696796384786
8095,0.01218696796384786
8096,0.01218696796384786
8097,0.01218696796384786
8098,0.01218696796384786
8099,0.01218696796384786
8100,0.01218696796384786
8101,0.01218696796384786
8102,0.01218696796384786
8103,0.01218696796384786
8104,0.01218696796384786
8105,0.01218696796384786
8106,0.01218696796384786
8107,0.01218696796384786
8108,0.01218696796384786
8109,0.3616932512936981
8110,1.380368158552701
8111,0.3360171142021933
8112,0.01205675224261852
8113,0.01558992234533286
8114,0.03223889326353635
8115,0.03239858388486765
8116,0.03239858388486765
8117,0.03239858388486765
8118,0.03040721236152951
8119,0.01495856086458047
8120,0.00970574388961696
8121,0.00970574388961696
8122,0.00970574388961696
8123,0.00970574388961696
8124,0.00970574388961696
8125,0.00970574388961696
8126,0.00970574388961696
8127,0.00970574388961696
8128,0.009652047075074019
8129,0.006611263692789446
8130,0.007920848030099818
8131,0.007819514217152098
8132,0.0
8133,0.0
8134,0.0
8135,0.0
8136,0.0
8137,0.0
8138,0.0
8139,0.0
8140,0.0
8141,0.0
8142,0.0
8143,0.0
8144,0.0
8145,0.0
8146,0.0
8147,0.0
8148,0.0
8149,0.0
8150,0.0
8151,0.0
8152,0.0
8153,0.0
8154,0.0
8155,0.0
8156,0.0
8157,0.0
8158,0.0
8159,0.0
8160,0.0
8161,0.0
8162,0.0
8163,0.0
8164,0.0
8165,0.0
8166,0.0
8167,0.0
8168,0.0
8169,0.0
8170,0.0
8171,0.0
8172,0.0
8173,0.0
8174,0.0
8175,0.0
8176,0.0
8177,0.0
8178,0.0
8179,0.0
8180,0.0
8181,0.0
8182,0.0
8183,0.0
8184,0.0
8185,0.0
8186,0.0
8187,0.0
8188,0.0
8189,0.0
8190,0.0
8191,0.0
8192,0.002344296466063752
8193,0.1188758586812906
8194,0.1236503695602999
8195,0.1236503695602999
8196,0.1236503695602999
8197,0.1236503695602999
8198,0.1236503695602999
8199,0.1236503695602999
8200,0.1236503695602999
8201,0.1236503695602999
8202,0.1236503695602999
8203,0.1236503695602999
8204,0.1236503695602999
8205,0.1174975856069891
8206,0.01218696796384786
8207,0.01218696796384786
8208,0.01218696796384786
8209,0.01218696796384786
8210,0.01218696796384786
8211,0.01218696796384786
8212,0.01218696796384786
8213,0.01218696796384786
8214,0.01218696796384786
8215,0.01218696796384786
8216,0.01218696796384786
8217,0.01218696796384786
8218,0.01218696796384786
8219,0.01218696796384786
8220,0.01218696796384786
8221,0.01218696796384786
8222,0.01218696796384786
8223,0.01218696796384786
8224,0.01218696796384786
8225,0.01218696796384786
8226,0.01218696796384786
8227,0.01218696796384786
8228,0.01218696796384786
8229,0.01218696796384786
8230,0.01218696796384786
8231,0.01218696796384786
8232,0.01218696796384786
8233,0.01218696796384786
8234,0.01218696796384786
8235,0.01218696796384786
8236,0.01218696796384786
8237,0.01218696796384786
8238,0.7857416490202497
8239,1.379832675099018
8240,0.07838275235174857
8241,0.02957114055527405
8242,0.03239858388486765
8243,0.03239858388486765
8244,0.03239858388486765
8245,0.03239858388486765
8246,0.03239858388486765
8247,0.03043734106541919
8248,0.01245294314784466
8249,0.00970574388961696
8250,0.01184636018530843
8251,0.009938734095000215
8252,0.00970574388961696
8253,0.00970574388961696
8254,0.00970574388961696
8255,0.00970574388961696
8256,0.00970574388961696
8257,0.00970574388961696
8258,0.00970574388961696
8259,0.006555321625218734
8260,0.0
8261,0.0
8262,0.0
8263,0.0
8264,0.0
8265,0.0
8266,0.0
8267,0.0
8268,0.0
8269,0.0
8270,0.0
8271,0.0
8272,0.0
8273,0.0
8274,0.0
8275,0.0
8276,0.0
8277,0.0
8278,0.0
8279,0.0
8280,0.0
8281,0.0
8282,0.0
8283,0.0
8284,0.0
8285,0.0
8286,0.0
8287,0.0
8288,0.0
8289,0.0
8290,0.0
8291,0.0
8292,0.0
8293,0.0
8294,0.0
8295,0.0
8296,0.0
8297,0.0
8298,0.0
8299,0.0
8300,0.0
8301,0.0
8302,0.0
8303,0.0
8304,0.0
8305,0.0
8306,0.0
8307,0.0
8308,0.0
8309,0.0
8310,0.0
8311,0.0
8312,0.0
8313,0.0
8314,0.0
8315,0.0
8316,0.0
8317,0.0
8318,0.0
8319,0.0
8320,0.02518969840037163
8321,0.1236503695602999
8322,0.1236503695602999
8323,0.1236503695602999
8324,0.1236503695602999
8325,0.1236503695602999
8326,0.1236503695602999
8327,0.1236503695602999
8328,0.1236503695602999
8329,0.1236503695602999
8330,0.1236503695602999
8331,0.1236503695602999
8332,0.1236503695602999
8333,0.1236683266214157
8334,0.01789358987355474
8335,0.01218696796384786
8336,0.01218696796384786
8337,0.01218696796384786
8338,0.01218696796384786
8339,0.01218696796384786
8340,0.01218696796384786
8341,0.01218696796384786
8342,0.01218696796384786
8343,0.01218696796384786
8344,0.01218696796384786
8345,0.01218696796384786
8346,0.01218696796384786
8347,0.01218696796384786
8348,0.01218696796384786
8349,0.01218696796384786
8350,0.01218696796384786
8351,0.01218696796384786
8352,0.01218696796384786
8353,0.01218696796384786
8354,0.01218696796384786
8355,0.01218696796384786
8356,0.01218696796384786
8357,0.01218696796384786
8358,0.01218696796384786
8359,0.01218696796384786
8360,0.01218696796384786
8361,0.01218696796384786
8362,0.01218696796384786
8363,0.01218696796384786
8364,0.01218696796384786
8365,0.08439857893999918
8366,0.8595046768220828
8367,0.9465396007938993
8368,0.03159839089430744
8369,0.03239858388486765
8370,0.03239858388486765
8371,0.03239858388486765
8372,0.03239858388486765
8373,0.03239858388486765
8374,0.03239858388486765
8375,0.03239858388486765
8376,0.02818358958831176
8377,0.01383359630293882
8378,0.01885808739061891
8379,0.009721437180896105
8380,0.00970574388961696
8381,0.00970574388961696
8382,0.00970574388961696
8383,0.00970574388961696
8384,0.00970574388961696
8385,0.00970574388961696
8386,0.00970574388961696
8387,0.003850007974368457
8388,0.0
8389,0.0
8390,0.0
8391,0.0
8392,0.0
8393,0.0
8394,0.0
8395,0.0
8396,0.0
8397,0.0
8398,0.0
8399,0.0
8400,0.0
8401,0.0
8402,0.0
8403,0.0
8404,0.0
8405,0.0
8406,0.0
8407,0.0
8408,0.0
8409,0.0
8410,0.0
8411,0.0
8412,0.0
8413,0.0
8414,0.0
8415,0.0
8416,0.0
8417,0.0
8418,0.0
8419,0.0
8420,0.0
8421,0.0
8422,0.0
8423,0.0
8424,0.0
8425,0.0
8426,0.0
8427,0.0
8428,0.0
8429,0.0
8430,0.0
8431,0.0
8432,0.0
8433,0.0
8434,0.0
8435,0.0
8436,0.0
8437,0.0
8438,0.0
8439,0.0
8440,0.0
8441,0.0
8442,0.0
8443,0.0
8444,0.0
8445,1.558552572866211
8446,0.2073410295012209
8447,0.0
8448,0.03552826462078898
8449,0.1236503695602999
8450,0.1236503695602999
8451,0.1236503695602999
8452,0.1236503695602999
8453,0.1236503695602999
8454,0.1236503695602999
8455,0.1236503695602999
8456,0.1236503695602999
8457,0.1236503695602999
8458,0.1236503695602999
8459,0.1236503695602999
8460,0.1236503695602999
8461,0.1236503695602999
8462,0.02975045281595306
8463,0.01218696796384786
8464,0.01218696796384786
8465,0.01218696796384786
8466,0.01218696796384786
8467,0.01218696796384786
8468,0.01218696796384786
8469,0.01218696796384786
8470,0.01218696796384786
8471,0.01218696796384786
8472,0.01218696796384786
8473,0.01218696796384786
8474,0.01218696796384786
8475,0.01218696796384786
8476,0.01218696796384786
8477,0.01218696796384786
8478,0.01218696796384786
8479,0.01218696796384786
8480,0.01218696796384786
8481,0.01218696796384786
8482,0.01218696796384786
8483,0.01218696796384786
8484,0.01218696796384786
8485,0.01218696796384786
8486,0.01218696796384786
8487,0.01218696796384786
8488,0.01218696796384786
8489,0.01218696796384786
8490,0.01218696796384786
8491,0.01218696796384786
8492,0.01218696796384786
8493,0.4950549905744819
8494,1.324476605017871
8495,0.1929336231816286
8496,0.03239858388486765
8497,0.03239858388486765
8498,0.03239858388486765
8499,0.03239858388486765
8500,0.03239858388486765
8501,0.03239858388486765
8502,0.03239858388486765
8503,0.03239858388486765
8504,0.03239858388486765
8505,0.0322112689677682
8506,0.01397216440788631
8507,0.00970574388961696
8508,0.00970574388961696
8509,0.00970574388961696
8510,0.00970574388961696
8511,0.00970574388961696
8512,0.00970574388961696
8513,0.00970574388961696
8514,0.01407112123474869
8515,0.02065724423951064
8516,0.0
8517,0.0
8518,0.0
8519,0.0
8520,0.0
8521,0.0
8522,0.0
8523,0.0
8524,0.0
8525,0.0
8526,0.0
8527,0.0
8528,0.0
8529,0.0
8530,0.0
8531,0.0
8532,0.0
8533,0.0
8534,0.0
8535,0.0
8536,0.0
8537,0.0
8538,0.0
8539,0.0
8540,0.0
8541,0.0
8542,0.0
8543,0.0
8544,0.0
8545,0.0
8546,0.0
8547,0.0
8548,0.0
8549,0.0
8550,0.0
8551,0.0
8552,0.0
8553,0.0
8554,0.0
8555,0.0
8556,0.0
8557,0.0
8558,0.0
8559,0.0
8560,0.0
8561,0.0
8562,0.0
8563,0.0
8564,0.0
8565,0.0
8566,0.0
8567,0.0
8568,0.0
8569,0.0
8570,0.0
8571,0.0
8572,0.0
8573,0.0
8574,2.146886451302617
8575,6.329049397853952
8576,0.4392290174213516
8577,0.0
8578,0.01084080804015564
8579,0.1236503695602999
8580,0.1236503695602999
8581,0.1236503695602999
8582,0.1236503695602999
8583,0.1236503695602999
8584,0.1236503695602999
8585,0.1236503695602999
8586,0.1236503695602999
8587,0.1236503695602999
8588,0.1236503695602999
8589,0.1236503695602999
8590,0.1236503695602999
8591,0.1203142216181348
8592,0.02387710187949002
8593,0.01218696796384786
8594,0.01218696796384786
8595,0.01218696796384786
8596,0.01218696796384786
8597,0.01218696796384786
8598,0.01218696796384786
8599,0.01218696796384786
8600,0.01218696796384786
8601,0.01218696796384786
8602,0.01218696796384786
8603,0.01218696796384786
8604,0.01218696796384786
8605,0.01218696796384786
8606,0.01218696796384786
8607,0.01218696796384786
8608,0.01218696796384786
8609,0.01218696796384786
8610,0.01218696796384786
8611,0.01218696796384786
8612,0.01218696796384786
8613,0.01218696796384786
8614,0.01218696796384786
8615,0.01218696796384786
8616,0.01218696796384786
8617,0.01218696796384786
8618,0.01218696796384786
8619,0.01218696796384786
8620,0.01218696796384786
8621,0.01218696796384786
8622,0.01218696796384786
8623,0.01218696796433534
8624,0.2354206952958928
8625,0.0308445347810937
8626,0.03239858388486765
8627,0.03239858388486765
8628,0.03239858388486765
8629,0.03239858388486765
8630,0.03239858388486765
8631,0.03239858388486765
8632,0.03239858388486765
8633,0.03239858388486765
8634,0.03239858388486765
8635,0.03239858388486765
8636,0.0259691396853161
8637,0.02017341246017875
8638,0.01593324865222952
8639,0.01169516260849146
8640,0.01144324536534363
8641,0.0204628613317426
8642,0.01297405234461775
8643,0.01406726454250729
8644,0.02772149633810687
8645,0.03237952225579559
8646,0.01177550095822329
8647,0.0
8648,0.0
8649,0.0
8650,0.0
8651,0.0
8652,0.0
8653,0.0
8654,0.0
8655,0.0
8656,0.0
8657,0.0
8658,0.0
8659,0.0
8660,0.0
8661,0.0
8662,0.0
8663,0.0
8664,0.0
8665,0.0
8666,0.0
8667,0.0
8668,0.0
8669,0.0
8670,0.0
8671,0.0
8672,0.0
8673,0.0
8674,0.0
8675,0.0
8676,0.0
8677,0.0
8678,0.0
8679,0.0
8680,0.0
8681,0.0
8682,0.0
8683,0.0
8684,0.0
8685,0.0
8686,0.0
8687,0.0
8688,0.0
8689,0.0
8690,0.0
8691,0.0
8692,0.0
8693,0.0
8694,0.0
8695,0.0
8696,0.0
8697,0.0
8698,0.0
8699,0.0
8700,0.0
8701,0.0
8702,0.0
8703,0.0
8704,0.2692878482744616
8705,2.059335627129733
8706,0.002446356643970094
8707,0.002385398473587263
8708,0.1001620504288171
8709,0.1236503695602999
8710,0.1236503695602999
8711,0.1236503695602999
8712,0.1236503695602999
8713,0.1236503695602999
8714,0.1236503695602999
8715,0.1236503695602999
8716,0.1236503695602999
8717,0.1236503695602999
8718,0.1236503695602999
8719,0.1236503695602999
8720,0.1236503695602999
8721,0.0726084710979055
8722,0.01218696796384786
8723,0.01218696796384786
8724,0.01218696796384786
8725,0.01218696796384786
8726,0.01218696796384786
8727,0.01218696796384786
8728,0.01218696796384786
8729,0.01218696796384786
8730,0.01218696796384786
8731,0.01218696796384786
8732,0.01218696796384786
8733,0.01218696796384786
8734,0.01218696796384786
8735,0.01218696796384786
8736,0.01218696796384786
8737,0.01218696796384786
8738,0.01218696796384786
8739,0.01218696796384786
8740,0.01218696796384786
8741,0.01218696796384786
8742,0.01218696796384786
8743,0.01218696796384786
8744,0.01218696796384786
8745,0.01218696796384786
8746,0.01218696796384786
8747,0.01218696796384786
8748,0.01218696796384786
8749,0.01218696796384786
8750,0.01218696796384786
8751,0.01218696796384786
8752,0.01218696796384786
8753,0.01218696796384786
8754,0.01218696796384786
8755,0.01563572729361732
8756,0.03151816733490256
8757,0.03239858388486765
8758,0.03239858388486765
8759,0.03239858388486765
8760,0.03239858388486765
8761,0.03239858388486765
8762,0.03239858388486765
8763,0.03239858388486765
8764,0.03239858388486765
8765,0.03239858388486765
8766,0.03239858388486765
8767,0.03239858388486765
8768,0.03239858388486765
8769,0.03239650612081021
8770,0.03203782429676178
8771,0.03239858388486765
8772,0.03187340595946913
8773,0.03230285301409341
8774,0.03239858388486765
8775,0.03239858388486765
8776,0.03150622467362596
8777,0.008233372538779963
8778,0.0
8779,0.0
8780,0.0
8781,0.0
8782,0.0
8783,0.0
8784,0.0
8785,0.0
8786,0.0
8787,0.0
8788,0.0
8789,0.0
8790,0.0
8791,0.0
8792,0.0
8793,0.0
8794,0.0
8795,0.0
8796,0.0
8797,0.0
8798,0.0
8799,0.0
8800,0.0
8801,0.0
8802,0.0
8803,0.0
8804,0.0
8805,0.0
8806,0.0
8807,0.0
8808,0.0
8809,0.0
8810,0.0
8811,0.0
8812,0.0
8813,0.0
8814,0.0
8815,0.0
8816,0.0
8817,0.0
8818,0.0
8819,0.0
8820,0.0
8821,0.0
8822,0.0
8823,0.0
8824,0.0
8825,0.0
8826,0.0
8827,0.0
8828,0.0
8829,0.0
8830,0.0
8831,0.0
8832,0.0
8833,0.0
8834,0.0
8835,0.0
8836,0.0
8837,0.005743992432477363
8838,0.1236503695602999
8839,0.1236503695602999
8840,0.1236503695602999
8841,0.1236503695602999
8842,0.1236503695602999
8843,0.1236503695602999
8844,0.1236503695602999
8845,0.1236503695602999
8846,0.1236503695602999
8847,0.1236503695602999
8848,0.1236503695602999
8849,0.1236503695602999
8850,0.1153804174248925
8851,0.01932592255051276
8852,0.01218696796384786
8853,0.01218696796384786
8854,0.01218696796384786
8855,0.01218696796384786
8856,0.01218696796384786
8857,0.01218696796384786
8858,0.01218696796384786
8859,0.01218696796384786
8860,0.01218696796384786
8861,0.01218696796384786
8862,0.01218696796384786
8863,0.01218696796384786
8864,0.01218696796384786
8865,0.01218696796384786
8866,0.01218696796384786
8867,0.01218696796384786
8868,0.01218696796384786
8869,0.01218696796384786
8870,0.01218696796384786
8871,0.01218696796384786
8872,0.01218696796384786
8873,0.01218696796384786
8874,0.01218696796384786
8875,0.01218696796384786
8876,0.01218696796384786
8877,0.01218696796384786
8878,0.01218696796384786
8879,0.01218696796384786
8880,0.01218696796384786
8881,0.01218696796384786
8882,0.01218696796384786
8883,0.01218696796384786
8884,0.01218696796384786
8885,0.01218696796384786
8886,0.01935257834355419
8887,0.03238453619554625
8888,0.03239858388486765
8889,0.03239858388486765
8890,0.03239858388486765
8891,0.03239858388486765
8892,0.03239858388486765
8893,0.03239858388486765
8894,0.03239858388486765
8895,0.03239858388486765
8896,0.03239858388486765
8897,0.03239858388486765
8898,0.03239858388486765
8899,0.03239858388486765
8900,0.03239858388486765
8901,0.03239858388486765
8902,0.03239858388486765
8903,0.03024256131033967
8904,0.02424007308210353
8905,0.01988484507877417
8906,0.01552961707544481
8907,0.009366452560875397
8908,0.0
8909,0.0
8910,0.0
8911,0.0
8912,0.0
8913,0.0
8914,0.0
8915,0.0
8916,0.0
8917,0.0
8918,0.0
8919,0.0
8920,0.0
8921,0.0
8922,0.0
8923,0.0
8924,0.0
8925,0.0
8926,0.0
8927,0.0
8928,0.0
8929,0.0
8930,0.0
8931,0.0
8932,0.0
8933,0.0
8934,0.0
8935,0.0
8936,0.0
8937,0.0
8938,0.0
8939,0.0
8940,0.0
8941,0.0
8942,0.0
8943,0.0
8944,0.0
8945,0.0
8946,0.0
8947,0.0
8948,0.0
8949,0.0
8950,0.0
8951,0.0
8952,0.0
8953,0.0
8954,0.0
8955,0.0
8956,0.0
8957,0.0
8958,0.0
8959,0.0
8960,0.0
8961,0.0
8962,0.0
8963,0.0
8964,0.0
8965,0.0
8966,0.0
8967,0.005176399023285377
8968,0.1236503695602999
8969,0.1236503695602999
8970,0.1236503695602999
8971,0.1236503695602999
8972,0.1236503695602999
8973,0.1236503695602999
8974,0.1236503695602999
8975,0.1236503695602999
8976,0.1236503695602999
8977,0.1236503695602999
8978,0.1236503695602999
8979,0.1236503695602999
8980,0.06096687135745831
8981,0.01218696796384786
8982,0.01218696796384786
8983,0.01218696796384786
8984,0.01218696796384786
8985,0.01218696796384786
8986,0.01218696796384786
8987,0.01218696796384786
8988,0.01218696796384786
8989,0.01218696796384786
8990,0.01218696796384786
8991,0.01218696796384786
8992,0.01218696796384786
8993,0.01218696796384786
8994,0.01218696796384786
8995,0.01218696796384786
8996,0.01218696796384786
8997,0.01218696796384786
8998,0.01218696796384786
8999,0.01218696796384786
9000,0.01218696796384786
9001,0.01218696796384786
9002,0.01218696796384786
9003,0.01218696796384786
9004,0.01218696796384786
9005,0.01218696796384786
9006,0.01218696796384786
9007,0.01218696796384786
9008,0.01218696796384786
9009,0.01218696796384786
9010,0.01218696796384786
9011,0.01218696796384786
9012,0.01218696796384786
9013,0.01218696796384786
9014,0.01218696796384786
9015,0.01218696796384786
9016,0.01218696796384786
9017,0.0239217505773408
9018,0.03239858388486765
9019,0.03239858388486765
9020,0.03239858388486765
9021,0.03239858388486765
9022,0.03239858388486765
9023,0.03239858388486765
9024,0.03239858388486765
9025,0.03239858388486765
9026,0.03239858388486765
9027,0.03239858388486765
9028,0.03239858388486765
9029,0.03239858388486765
9030,0.03239858388486765
9031,0.03239858388486765
9032,0.03239858388486765
9033,0.01917993089414639
9034,0.0
9035,0.0
9036,0.0
9037,0.0
9038,0.0
9039,0.0
9040,0.0
9041,0.0
9042,0.0
9043,0.0
9044,0.0
9045,0.0
9046,0.0
9047,0.0
9048,0.0
9049,0.0
9050,0.0
9051,0.0
9052,0.0
9053,0.0
9054,0.0
9055,0.0
9056,0.0
9057,0.0
9058,0.0
9059,0.0
9060,0.0
9061,0.0
9062,0.0
9063,0.0
9064,0.0
9065,0.0
9066,0.0
9067,0.0
9068,0.0
9069,0.0
9070,0.0
9071,0.0
9072,0.0
9073,0.0
9074,0.0
9075,0.0
9076,0.0
9077,0.0
9078,0.0
9079,0.0
9080,0.0
9081,0.0
9082,0.0
9083,0.0
9084,0.0
9085,0.0
9086,0.0
9087,0.0
9088,0.0
9089,0.0
9090,0.0
9091,0.0
9092,0.0
9093,0.0
9094,0.0
9095,0.0
9096,0.0
9097,0.006708939568621127
9098,0.1236503695602999
9099,0.1236503695602999
9100,0.1236503695602999
9101,0.1236503695602999
9102,0.1236503695602999
9103,0.1236503695602999
9104,0.1236503695602999
9105,0.1236503695602999
9106,0.1236503695602999
9107,0.1236503695602999
9108,0.1236503695602999
9109,0.1082448043440205
9110,0.01481993592264194
9111,0.01221241739506122
9112,0.06042127400754993
9113,0.1222561724288012
9114,0.02977353063652981
9115,0.01218696796384786
9116,0.01218696796384786
9117,0.01218696796384786
9118,0.01218696796384786
9119,0.01218696796384786
9120,0.01218696796384786
9121,0.01218696796384786
9122,0.01218696796384786
9123,0.01218696796384786
9124,0.01218696796384786
9125,0.01218696796384786
9126,0.01218696796384786
9127,0.01218696796384786
9128,0.01218696796384786
9129,0.01218696796384786
9130,0.01218696796384786
9131,0.01218696796384786
9132,0.01218696796384786
9133,0.01218696796384786
9134,0.01218696796384786
9135,0.01218696796384786
9136,0.01218696796384786
9137,0.01218696796384786
9138,0.01218696796384786
9139,0.01218696796384786
9140,0.01218696796384786
9141,0.01218696796384786
9142,0.01218696796384786
9143,0.01218696796384786
9144,0.01218696796384786
9145,0.01218696796384786
9146,0.01218696796384786
9147,0.0126787325565908
9148,0.02801320589621203
9149,0.03239858388486765
9150,0.03239858388486765
9151,0.03239858388486765
9152,0.03239858388486765
9153,0.03239858388486765
9154,0.03239858388486765
9155,0.03239858388486765
9156,0.03239858388486765
9157,0.03239858388486765
9158,0.03239858388486765
9159,0.03239858388486765
9160,0.03239858388486765
9161,0.03239858388486765
9162,0.03239858388486765
9163,0.0202613481278993
9164,0.0
9165,0.0
9166,0.0
9167,0.0
9168,0.0
9169,0.0
9170,0.0
9171,0.0
9172,0.0
9173,0.0
9174,0.0
9175,0.0
9176,0.0
9177,0.0
9178,0.0
9179,0.0
9180,0.0
9181,0.0
9182,0.0
9183,0.0
9184,0.0
9185,0.0
9186,0.0
9187,0.0
9188,0.0
9189,0.0
9190,0.0
9191,0.0
9192,0.0
9193,0.0
9194,0.0
9195,0.0
9196,0.0
9197,0.0
9198,0.0
9199,0.0
9200,0.0
9201,0.0
9202,0.0
9203,0.0
9204,0.0
9205,0.0
9206,0.0
9207,0.0
9208,0.0
9209,0.0
9210,0.0
9211,0.0
9212,0.0
9213,0.0
9214,0.0
9215,0.0
9216,0.0
9217,0.0
9218,0.0
9219,0.0
9220,0.0
9221,0.0
9222,0.0
9223,0.0
9224,0.0
9225,0.006860349782476721
9226,0.1236503695602999
9227,0.1236503695602999
9228,0.1236503695602999
9229,0.1236503695602999
9230,0.1236503695602999
9231,0.1236503695602999
9232,0.1236503695602999
9233,0.1236503695602999
9234,0.1236503695602999
9235,0.1236503695602999
9236,0.1236503695602999
9237,0.04950039738996075
9238,0.03818681853209173
9239,0.1274481790079829
9240,0.1689547987382398
9241,0.1594710549974124
9242,0.1223707328505694
9243,0.08033298410622135
9244,0.08366798161190606
9245,0.07707778847005385
9246,0.1173504921469097
9247,0.01218696796384786
9248,0.01218696796384786
9249,0.01218696796384786
9250,0.01218696796384786
9251,0.01218696796384786
9252,0.01218696796384786
9253,0.01218696796384786
9254,0.01218696796384786
9255,0.01218696796384786
9256,0.01218696796384786
9257,0.01218696796384786
9258,0.01218696796384786
9259,0.01218696796384786
9260,0.01218696796384786
9261,0.01218696796384786
9262,0.01218696796384786
9263,0.01218696796384786
9264,0.01218696796384786
9265,0.01218696796384786
9266,0.01218696796384786
9267,0.01218696796384786
9268,0.01218696796384786
9269,0.01218696796384786
9270,0.01218696796384786
9271,0.01218696796384786
9272,0.01218696796384786
9273,0.01218696796384786
9274,0.01218696796384786
9275,0.01218696796384786
9276,0.01678390426382275
9277,0.03239858388486765
9278,0.03239858388486765
9279,0.03239858388486765
9280,0.03239858388486765
9281,0.03239858388486765
9282,0.03239858388486765
9283,0.03239858388486765
9284,0.03239858388486765
9285,0.03239858388486765
9286,0.03239858388486765
9287,0.03239858388486765
9288,0.03239858388486765
9289,0.03239858388486765
9290,0.03239858388486765
9291,0.02134276534869278
9292,0.0
9293,0.0
9294,0.0
9295,0.0
9296,0.0
9297,0.0
9298,0.0
9299,0.0
9300,0.0
9301,0.0
9302,0.0
9303,0.0
9304,0.0
9305,0.0
9306,0.0
9307,0.0
9308,0.0
9309,0.0
9310,0.0
9311,0.0
9312,0.0
9313,0.0
9314,0.0
9315,0.0
9316,0.0
9317,0.0
9318,0.0
9319,0.0
9320,0.0
9321,0.0
9322,0.0
9323,0.0
9324,0.0
9325,0.0
9326,0.0
9327,0.0
9328,0.0
9329,0.0
9330,0.0
9331,0.0
9332,0.0
9333,0.0
9334,0.0
9335,0.0
9336,0.0
9337,0.0
9338,0.0
9339,0.0
9340,0.0
9341,0.0
9342,0.0
9343,0.0
9344,0.0
9345,0.0
9346,0.0
9347,0.0
9348,0.0
9349,0.0
9350,0.0
9351,0.0
9352,0.0
9353,2.508282068411063e-05
9354,0.1092734157100491
9355,0.1236503695602999
9356,0.1236503695602999
9357,0.1236503695602999
9358,0.1236503695602999
9359,0.1236503695602999
9360,0.1236503695602999
9361,0.1236503695602999
9362,0.1236503695602999
9363,0.1236503695602999
9364,0.1236503695602999
9365,0.111002081488335
9366,0.1622472505935266
9367,0.1512387428401742
9368,0.124102823312596
9369,0.1234558340279257
9370,0.1175091364419786
9371,0.1173504921703798
9372,0.1173504921703798
9373,0.1173504921703798
9374,0.1119394684325486
9375,0.01218696796384786
9376,0.01218696796384786
9377,0.01218696796384786
9378,0.01218696796384786
9379,0.01218696796384786
9380,0.01218696796384786
9381,0.01218696796384786
9382,0.01218696796384786
9383,0.01218696796384786
9384,0.01218696796384786
9385,0.01218696796384786
9386,0.01218696796384786
9387,0.01218696796384786
9388,0.01218696796384786
9389,0.01218696796384786
9390,0.01218696796384786
9391,0.01218696796384786
9392,0.01218696796384786
9393,0.01218696796384786
9394,0.01218696796384786
9395,0.01218696796384786
9396,0.01218696796384786
9397,0.01218696796384786
9398,0.01218696796384786
9399,0.01218696796384786
9400,0.01218696796384786
9401,0.01218696796384786
9402,0.01218696796384786
9403,0.01218696796384786
9404,0.01487904952462225
9405,0.03239858388486765
9406,0.03239858388486765
9407,0.03239858388486765
9408,0.03239858388486765
9409,0.03239858388486765
9410,0.03239858388486765
9411,0.03239858388486765
9412,0.03239858388486765
9413,0.03239858388486765
9414,0.03239858388486765
9415,0.03239858388486765
9416,0.03239858388486765
9417,0.03239858388486765
9418,0.03239858388486765
9419,0.02324528320786085
9420,0.0
9421,0.0
9422,0.0
9423,0.0
9424,0.0
9425,0.0
9426,0.0
9427,0.0
9428,0.0
9429,0.0
9430,0.0
9431,0.0
9432,0.0
9433,0.0
9434,0.0
9435,0.0
9436,0.0
9437,0.0
9438,0.0
9439,0.0
9440,0.0
9441,0.0
9442,0.0
9443,0.0
9444,0.0
9445,0.0
9446,0.0
9447,0.0
9448,0.0
9449,0.0
9450,0.0
9451,0.0
9452,0.0
9453,0.0
9454,0.0
9455,0.0
9456,0.0
9457,0.0
9458,0.0
9459,0.0
9460,0.0
9461,0.0
9462,0.0
9463,0.0
9464,0.0
9465,0.0
9466,0.0
9467,0.0
9468,0.0
9469,0.0
9470,0.0
9471,0.0
9472,0.0
9473,0.0
9474,0.0
