,formal_grid
6724,0.0
6725,0.0
6726,0.0
6727,0.0
6728,0.0
6729,0.0
6730,0.0
6731,0.0
6732,0.0
6733,0.0
6734,0.0
6735,0.0
6736,0.0
6737,0.0
6738,0.0
6739,0.0
6740,0.0
6741,0.0
6742,0.0
6743,0.0
6744,0.0
6745,0.0
6746,0.0
6747,0.0
6748,0.0
6749,0.0
6750,0.0
6751,0.0
6752,0.0
6753,0.0
6754,0.0
6755,0.0
6756,0.0
6757,0.0
6758,0.0
6759,0.0
6760,0.0
6761,0.0
6762,0.0
6763,0.0
6764,0.0
6765,0.00138267885190201
6766,0.004783571755920768
6767,0.2133879223478785
6768,2.174540104750378
6769,2.864267279733786
6770,2.864267279733786
6771,2.864267279733786
6772,2.339481094746543
6773,0.5606297239583861
6774,0.5539186811327405
6775,0.5539186811327405
6776,0.5539186811327405
6777,0.5539186811327405
6778,0.5539186811327405
6779,0.5539186811327405
6780,0.5539186811327405
6781,0.5539186811327405
6782,0.5539186811327405
6783,0.5539186811327405
6784,0.5539186811327405
6785,0.5539186811327405
6786,20.67076450137538
6787,84.22787377219562
6788,0.6326218550948924
6789,0.6326218550442828
6790,0.6326218550442828
6791,0.6326218550442828
6792,0.6326218550442828
6793,0.6326218550442828
6794,0.6326218550442828
6795,0.6326218550442828
6796,0.6326218550442828
6797,0.6326218550442828
6798,0.6326218550442828
6799,0.6326218550442828
6800,0.6326218550442828
6801,0.6326218550442828
6802,0.6326218550442828
6803,0.6326218550442828
6804,0.6326218550442828
6805,0.6326218550442828
6806,0.6326218550442828
6807,0.2363322800218617
6808,0.0
6809,0.0
6810,0.0
6811,0.0
6812,0.0
6813,0.0
6814,0.0
6815,0.0
6816,0.0
6817,0.0
6818,0.0
6819,0.1262514527018244
6820,0.167841591190297
6821,0.1795100041169358
6822,0.1795100041169358
6823,0.1795100041169358
6824,0.1795100041169358
6825,0.1795100041169358
6826,0.1795100041169358
6827,0.1795100041169358
6828,0.1682370535962706
6829,0.01340441938741494
6830,0.0
6831,0.0
6832,0.0
6833,0.0
6834,0.0
6835,0.0
6836,0.0
6837,0.0
6838,0.0
6839,0.0
6840,0.0
6841,0.0
6842,0.0
6843,0.0
6844,0.0
6845,0.0
6846,0.0
6847,0.0
6848,0.0
6849,0.0
6850,0.0
6851,0.0
6852,0.0
6853,0.0
6854,0.0
6855,0.0
6856,0.0
6857,0.0
6858,0.0
6859,0.0
6860,0.0
6861,0.0
6862,0.0
6863,0.0
6864,0.0
6865,0.0
6866,0.0
6867,0.0
6868,0.0
6869,0.0
6870,0.0
6871,0.0
6872,0.0
6873,0.0
6874,0.0
6875,0.0
6876,0.0
6877,0.0
6878,0.0
6879,0.0
6880,0.0
6881,0.0
6882,0.0
6883,0.0
6884,0.0
6885,0.0
6886,0.0
6887,0.0
6888,0.0
6889,0.0
6890,0.0
6891,0.0
6892,0.0
6893,0.0
6894,0.0
6895,0.0
6896,0.0
6897,2.813241202739411e-05
6898,0.2214984159433677
6899,0.8713649834975797
6900,2.156651412230227
6901,2.864267279733786
6902,2.864267279733786
6903,2.864267279733786
6904,2.864267279733786
6905,1.33621912644851
6906,0.5539186811327405
6907,0.5539186811327405
6908,0.5539186811327405
6909,0.5539186811327405
6910,0.5539186811327405
6911,0.5539186811327405
6912,0.5539186811327405
6913,0.5539186811327405
6914,0.5539186811327405
6915,0.5539186811327405
6916,0.5539186811327405
6917,0.5577655253345405
6918,5.23578501463378
6919,0.632621854993673
6920,1.728048440649389
6921,0.6326218550442828
6922,0.6326218550442828
6923,0.6326218550442828
6924,0.6326218550442828
6925,0.6326218550442828
6926,0.6326218550442828
6927,0.6326218550442828
6928,0.6326218550442828
6929,0.6326218550442828
6930,0.6326218550442828
6931,0.6326218550442828
6932,0.6326218550442828
6933,0.6326218550442828
6934,0.6326218550442828
6935,0.6326218550442828
6936,0.6326218550442828
6937,0.6326218550442828
6938,0.6326218550442828
6939,0.3415136560687098
6940,0.0
6941,0.0
6942,0.0
6943,0.0
6944,0.0
6945,0.0
6946,0.0
6947,0.0
6948,0.0
6949,0.0
6950,2.914254581660061e-05
6951,0.167420824910535
6952,0.1795100041169358
6953,0.1795100041169358
6954,0.1795100041169358
6955,0.1795100041169358
6956,0.1795100041169358
6957,0.1795100041169358
6958,0.1795100041169358
6959,0.1795100041169358
6960,0.08311644041912518
6961,0.0
6962,0.0
6963,0.0
6964,0.0
6965,0.0
6966,0.0
6967,0.0
6968,0.0
6969,0.0
6970,0.0
6971,0.0
6972,0.0
6973,0.0
6974,0.0
6975,0.0
6976,0.0
6977,0.0
6978,0.0
6979,0.0
6980,0.0
6981,0.0
6982,0.0
6983,0.0
6984,0.0
6985,0.0
6986,0.0
6987,0.0
6988,0.0
6989,0.0
6990,0.0
6991,0.0
6992,0.0
6993,0.0
6994,0.0
6995,0.0
6996,0.0
6997,0.0
6998,0.0
6999,0.0
7000,0.0
7001,0.0
7002,0.0
7003,0.0
7004,0.0
7005,0.0
7006,0.0
7007,0.0
7008,0.0
7009,0.0
7010,0.0
7011,0.0
7012,0.0
7013,0.0
7014,0.0
7015,0.0
7016,0.0
7017,0.0
7018,0.0
7019,0.0
7020,0.0
7021,0.0
7022,0.0
7023,0.0
7024,0.0
7025,0.0
7026,0.0
7027,0.0
7028,0.0
7029,0.2514230224838822
7030,0.8772265261945957
7031,0.9166533605768334
7032,1.442279973172979
7033,2.864267279733786
7034,2.864267279733786
7035,2.864267279733786
7036,2.864267279733786
7037,2.567953345469228
7038,0.6225600488015506
7039,0.5539186811327405
7040,0.5539186811327405
7041,0.5539186811327405
7042,0.5539186811327405
7043,0.5625747514685355
7044,0.5748450360905917
7045,0.5549253980117539
7046,0.5539186811327405
7047,0.5539186811327405
7048,0.5539249203267207
7049,0.604286113764601
7050,0.6326218550442828
7051,0.6326218550442828
7052,0.6326218550442828
7053,0.6326218550442828
7054,0.6326218550442828
7055,0.6326218550442828
7056,0.6326218550442828
7057,0.6326218550442828
7058,0.6326218550442828
7059,0.6326218550442828
7060,0.6326218550442828
7061,0.6326218550442828
7062,0.6326218550442828
7063,0.6326218550442828
7064,0.6326218550442828
7065,0.6326218550442828
7066,0.6326218550442828
7067,0.6326218550442828
7068,0.6326218550442828
7069,0.6326218550442828
7070,0.6326218550442828
7071,0.4401237071627436
7072,0.0
7073,0.0
7074,0.0
7075,0.1651163525202098
7076,0.009497679355248246
7077,0.0
7078,0.0
7079,0.0
7080,0.0
7081,0.0
7082,0.02623351303878839
7083,0.1795100041169358
7084,0.1795100041169358
7085,0.1795100041169358
7086,0.1795100041169358
7087,0.1795100041169358
7088,0.1795100041169358
7089,0.1795100041169358
7090,0.1793747484269178
7091,0.1004081232039578
7092,0.002611769904333868
7093,0.0
7094,0.0
7095,0.0
7096,0.0
7097,0.0
7098,0.0
7099,0.0
7100,0.0
7101,0.0
7102,0.0
7103,0.0
7104,0.0
7105,0.0
7106,0.0
7107,0.0
7108,0.0
7109,0.0
7110,0.0
7111,0.0
7112,0.0
7113,0.0
7114,0.0
7115,0.0
7116,0.0
7117,0.0
7118,0.0
7119,0.0
7120,0.0
7121,0.0
7122,0.0
7123,0.0
7124,0.0
7125,0.0
7126,0.0
7127,0.0
7128,0.0
7129,0.0
7130,0.0
7131,0.0
7132,0.0
7133,0.0
7134,0.0
7135,0.0
7136,0.0
7137,0.0
7138,0.0
7139,0.0
7140,0.0
7141,0.0
7142,0.0
7143,0.0
7144,0.0
7145,0.0
7146,0.0
7147,0.0
7148,0.0
7149,0.0
7150,0.0
7151,0.0
7152,0.0
7153,0.0
7154,0.0
7155,0.0
7156,0.0
7157,0.0
7158,0.2988104175510582
7159,0.8931379433586715
7160,0.9166533605768334
7161,0.9166533605768334
7162,1.245652278225827
7163,2.864267279733786
7164,2.864267279733786
7165,2.864267279733786
7166,2.864267279733786
7167,2.864267279733786
7168,2.09939288722406
7169,0.6500447791845773
7170,0.5539186811327405
7171,0.5539186811327405
7172,0.5539186811327405
7173,0.5650754907785878
7174,0.6326218550442828
7175,0.6254578276895276
7176,0.5993808793159077
7177,0.5722972140425326
7178,0.5843868747848195
7179,0.6326218550442828
7180,0.6326218550442828
7181,0.6326218550442828
7182,0.6326218550442828
7183,0.6326218550442828
7184,0.6326218550442828
7185,0.6326218550442828
7186,0.6326218550442828
7187,0.6326218550442828
7188,0.6326218550442828
7189,0.6326218550442828
7190,0.6326218550442828
7191,0.6326218550442828
7192,0.6326218550442828
7193,0.6326218550442828
7194,0.6326218550442828
7195,0.6326218550442828
7196,0.6326218550442828
7197,0.6326218550442828
7198,0.6326218550442828
7199,0.6326218550442828
7200,0.6326218550442828
7201,0.5547422937742768
7202,0.1731336424202725
7203,0.1713204975233574
7204,0.2639726175856541
7205,0.6300378430072427
7206,0.5122987005560922
7207,0.1332271168258378
7208,0.0
7209,0.0
7210,0.0
7211,0.04703774922705973
7212,0.1678096483903204
7213,0.1795100041169358
7214,0.1795100041169358
7215,0.1795100041169358
7216,0.1795100041169358
7217,0.1795100041169358
7218,0.1795100041169358
7219,0.1795100041169358
7220,0.1273698818840348
7221,0.0
7222,0.0
7223,0.0
7224,0.0
7225,0.0
7226,0.0
7227,0.0
7228,0.0
7229,0.0
7230,0.0
7231,0.0
7232,0.0
7233,0.0
7234,0.0
7235,0.0
7236,0.0
7237,0.0
7238,0.0
7239,0.0
7240,0.0
7241,0.0
7242,0.0
7243,0.0
7244,0.0
7245,0.0
7246,0.0
7247,0.0
7248,0.0
7249,0.0
7250,0.0
7251,0.0
7252,0.0
7253,0.0
7254,0.0
7255,0.0
7256,0.0
7257,0.0
7258,0.0
7259,0.0
7260,0.0
7261,0.0
7262,0.0
7263,0.0
7264,0.0
7265,0.0
7266,0.0
7267,0.0
7268,0.0
7269,0.0
7270,0.0
7271,0.0
7272,0.0
7273,0.0
7274,0.0
7275,0.0
7276,0.0
7277,0.0
7278,0.0
7279,0.0
7280,0.0
7281,0.0
7282,0.0
7283,0.0
7284,0.0
7285,0.0
7286,0.008537441389430507
7287,55.64757560168918
7288,0.9049606505742362
7289,0.9166533605768334
7290,0.9166533605768334
7291,0.9166533605768334
7292,1.483690107395988
7293,2.864267279733786
7294,2.864267279733786
7295,2.864267279733786
7296,2.864267279733786
7297,2.864267279733786
7298,2.864267279733786
7299,2.459464348228344
7300,0.895567807275329
7301,0.5539632736581911
7302,0.5657571588133883
7303,0.5887458245412001
7304,0.6326218550442828
7305,0.6326218550442828
7306,0.6326218550442828
7307,0.6326218550442828
7308,0.6325705222538827
7309,0.6326218550442828
7310,0.6326218550442828
7311,0.6326218550442828
7312,0.6326218550442828
7313,0.6326218550442828
7314,0.6326218550442828
7315,0.6326218550442828
7316,0.6326218550442828
7317,0.6326218550442828
7318,0.6326218550442828
7319,0.6326218550442828
7320,0.6326218550442828
7321,0.6326218550442828
7322,0.6326218550442828
7323,0.6326218550442828
7324,0.6326218550442828
7325,0.6326218550442828
7326,0.6326218550442828
7327,0.6326218550442828
7328,0.6326218550442828
7329,0.6326218550442828
7330,0.6326218550442828
7331,0.6326218550442828
7332,0.6326218550442828
7333,0.6326218550442828
7334,0.6326218550442828
7335,0.6326218550442828
7336,0.6326218550442828
7337,0.6263286983241795
7338,0.3416313792825851
7339,0.03082245614785178
7340,0.0709087820537847
7341,0.1759985753939357
7342,0.1795100041169358
7343,0.1795100041169358
7344,0.1795100041169358
7345,0.1795100041169358
7346,0.1795100041169358
7347,0.1795100041169358
7348,0.1795100041169358
7349,0.1795100041169358
7350,0.1451583351253524
7351,0.0
7352,0.0
7353,0.0
7354,0.0
7355,0.0
7356,0.0
7357,0.0
7358,0.0
7359,0.0
7360,0.0
7361,0.0
7362,0.0
7363,0.0
7364,0.0
7365,0.0
7366,0.0
7367,0.0
7368,0.0
7369,0.0
7370,0.0
7371,0.0
7372,0.0
7373,0.0
7374,0.0
7375,0.0
7376,0.0
7377,0.0
7378,0.0
7379,0.0
7380,0.0
7381,0.0
7382,0.0
7383,0.0
7384,0.0
7385,0.0
7386,0.0
7387,0.0
7388,0.0
7389,0.0
7390,0.0
7391,0.0
7392,0.0
7393,0.0
7394,0.0
7395,0.0
7396,0.0
7397,0.0
7398,0.0
7399,0.0
7400,0.0
7401,0.0
7402,0.0
7403,0.0
7404,0.0
7405,0.0
7406,0.0
7407,0.0
7408,0.0
7409,0.0
7410,0.0
7411,0.0
7412,0.0
7413,0.0
7414,0.0
7415,3.827361372356584
7416,90.3122365792811
7417,90.66429401953597
7418,0.9136804586646475
7419,0.9166533605768334
7420,0.9166533605768334
7421,0.9166533605768334
7422,1.721727936772342
7423,2.864267279733786
7424,2.864267279733786
7425,2.864267279733786
7426,2.864267279733786
7427,2.864267279733786
7428,2.864267279733786
7429,2.864267279733786
7430,2.733305776388596
7431,1.028252880755047
7432,0.6326218550442828
7433,0.6326218550442828
7434,0.6326218550442828
7435,0.6326218550442828
7436,0.6326218550442828
7437,0.6326218550442828
7438,0.6326218550442828
7439,0.6326218550442828
7440,0.6326218550442828
7441,0.6326218550442828
7442,0.6326218550442828
7443,0.6326218550442828
7444,0.6326218550442828
7445,0.6326218550442828
7446,0.6326218550442828
7447,0.6326218550442828
7448,0.6326218550442828
7449,0.6326218550442828
7450,0.6326218550442828
7451,0.6326218550442828
7452,0.6326218550442828
7453,0.6326218550442828
7454,0.6326218550442828
7455,0.6326218550442828
7456,0.6326218550442828
7457,0.6326218550442828
7458,0.6326218550442828
7459,0.6326218550442828
7460,0.6326218550442828
7461,0.6326218550442828
7462,0.6326218550442828
7463,0.6326218550442828
7464,0.6326218550442828
7465,0.6326218550442828
7466,0.6326218550442828
7467,0.6326218550442828
7468,0.5570473979242615
7469,0.1795100041169358
7470,0.1795100041169358
7471,0.1795100041169358
7472,0.1795100041169358
7473,0.1795100041169358
7474,0.1795100041169358
7475,0.1795100041169358
7476,0.1795100041169358
7477,0.1795100041169358
7478,0.1795100041169358
7479,0.1795100041169358
7480,0.1712602388033932
7481,0.0002191962449973359
7482,0.0
7483,0.0
7484,0.0
7485,0.0
7486,0.0
7487,0.0
7488,0.0
7489,0.0
7490,0.0
7491,0.0
7492,0.0
7493,0.0
7494,0.0
7495,0.0
7496,0.0
7497,0.0
7498,0.0
7499,0.0
7500,0.0
7501,0.0
7502,0.0
7503,0.0
7504,0.0
7505,0.0
7506,0.0
7507,0.0
7508,0.0
7509,0.0
7510,0.0
7511,0.0
7512,0.0
7513,0.0
7514,0.0
7515,0.0
7516,0.0
7517,0.0
7518,0.0
7519,0.0
7520,0.0
7521,0.0
7522,0.0
7523,0.0
7524,0.0
7525,0.0
7526,0.0
7527,0.0
7528,0.0
7529,0.0
7530,0.0
7531,0.0
7532,0.0
7533,0.0
7534,0.0
7535,0.0
7536,0.0
7537,0.0
7538,0.0
7539,0.0
7540,0.0
7541,0.0
7542,0.0
7543,0.0
7544,16.29193854439473
7545,92.19200434557825
7546,101.787553721373
7547,58.212953199115
7548,0.8774466927653366
7549,0.9166533605768334
7550,0.9166533605768334
7551,0.9166533605768334
7552,1.959765765713361
7553,2.864267279733786
7554,2.864267279733786
7555,2.864267279733786
7556,2.864267279733786
7557,2.864267279733786
7558,2.864267279733786
7559,2.864267279733786
7560,2.864267279733786
7561,1.526958529261704
7562,0.6326218550442828
7563,0.6326218550442828
7564,0.6326218550442828
7565,0.6326218550442828
7566,0.6326218550442828
7567,0.6326218550442828
7568,0.6326218550442828
7569,0.6326218550442828
7570,0.6326218550442828
7571,0.6326218550442828
7572,0.6326218550442828
7573,0.6326218550442828
7574,0.6326218550442828
7575,0.6326218550442828
7576,0.6326218550442828
7577,0.6326218550442828
7578,0.6326218550442828
7579,0.6326218550442828
7580,0.6326218550442828
7581,0.6326218550442828
7582,0.6326218550442828
7583,0.6326218550442828
7584,0.6326218550442828
7585,0.6326218550442828
7586,0.6326218550442828
7587,0.6326218550442828
7588,0.6326218550442828
7589,0.6326218550442828
7590,0.6326218550442828
7591,0.6326218550442828
7592,9.252881439558971
7593,41.28942748506138
7594,0.6326218550442828
7595,0.6326218550442828
7596,0.6326218550442828
7597,0.6326218550442828
7598,0.5554477713930032
7599,0.1795100041169358
7600,0.1795100041169358
7601,0.1795100041169358
7602,0.1795100041169358
7603,0.1795100041169358
7604,0.1795100041169358
7605,0.1795100041169358
7606,0.1795100041169358
7607,0.1795100041169358
7608,0.1795100041169358
7609,0.1795100041169358
7610,0.1795100041169358
7611,0.009586848975536846
7612,0.0
7613,0.0
7614,0.0
7615,0.0
7616,0.0
7617,0.0
7618,0.0
7619,0.0
7620,0.0
7621,0.0
7622,0.0
7623,0.0
7624,0.0
7625,0.0
7626,0.0
7627,0.0
7628,0.0
7629,0.0
7630,0.0
7631,0.0
7632,0.0
7633,0.0
7634,0.0
7635,0.0
7636,0.0
7637,0.0
7638,0.0
7639,0.0
7640,0.0
7641,0.0
7642,0.0
7643,0.0
7644,0.0
7645,0.0
7646,0.0
7647,0.0
7648,0.0
7649,0.0
7650,0.0
7651,0.0
7652,0.0
7653,0.0
7654,0.0
7655,0.0
7656,0.0
7657,0.0
7658,0.0
7659,0.0
7660,0.0
7661,0.0
7662,0.0
7663,0.0
7664,0.0
7665,0.0
7666,0.0
7667,0.0
7668,0.0
7669,0.0
7670,0.0
7671,0.0
7672,0.0
7673,0.0
7674,43.50311522235785
7675,105.3347364364585
7676,9.356623082488479
7677,13.87315707231776
7678,8.283109432315102
7679,0.9166533605768334
7680,0.9166533605768334
7681,0.9166533605768334
7682,2.197803594654381
7683,2.864267279733786
7684,2.864267279733786
7685,2.864267279733786
7686,2.864267279733786
7687,2.864267279733786
7688,2.864267279733786
7689,2.864267279733786
7690,2.864267279733786
7691,1.773271302636632
7692,0.6326218550442828
7693,0.6326218550442828
7694,0.6326218550442828
7695,0.6326218550442828
7696,0.6326218550442828
7697,0.6326218550442828
7698,0.6326218550442828
7699,0.6326218550442828
7700,0.6326218550442828
7701,0.6326218550442828
7702,0.6326218550442828
7703,0.6326218550442828
7704,0.6326218550442828
7705,0.6326218550442828
7706,0.6326218550442828
7707,0.6326218550442828
7708,0.6326218550442828
7709,0.6326218550442828
7710,0.6326218550442828
7711,0.6326218550442828
7712,0.6326218550442828
7713,0.6326218550442828
7714,0.6326218550442828
7715,0.6326218550442828
7716,0.6326218550442828
7717,0.6326218550442828
7718,0.6326218550442828
7719,0.6326218550442828
7720,0.6326218550442828
7721,0.6326218550442828
7722,0.6326485063924997
7723,156.4960403390937
7724,0.6468164977151877
7725,0.6326218550442828
7726,0.6326218550442828
7727,0.6326218550442828
7728,0.5454607642751695
7729,0.1795100041169358
7730,0.1795100041169358
7731,0.1795100041169358
7732,0.1795100041169358
7733,0.1795100041169358
7734,0.1795100041169358
7735,0.1795100041169358
7736,0.1795100041169358
7737,0.1795100041169358
7738,0.1795100041169358
7739,0.1795100041169358
7740,0.1773542828382959
7741,0.002808423972619831
7742,0.0
7743,0.0
7744,0.0
7745,0.0
7746,0.0
7747,0.0
7748,0.0
7749,0.0
7750,0.0
7751,0.0
7752,0.0
7753,0.0
7754,0.0
7755,0.0
7756,0.0
7757,0.0
7758,0.0
7759,0.0
7760,0.0
7761,0.0
7762,0.0
7763,0.0
7764,0.0
7765,0.0
7766,0.0
7767,0.0
7768,0.0
7769,0.0
7770,0.0
7771,0.0
7772,0.0
7773,0.0
7774,0.0
7775,0.0
7776,0.0
7777,0.0
7778,0.0
7779,0.0
7780,0.0
7781,0.0
7782,0.0
7783,0.0
7784,0.0
7785,0.0
7786,0.0
7787,0.0
7788,0.0
7789,0.0
7790,0.0
7791,0.0
7792,0.0
7793,0.0
7794,0.0
7795,0.0
7796,0.0
7797,0.0
7798,0.0
7799,0.0
7800,0.0
7801,0.0
7802,0.0
7803,0.0
7804,17.68781564182816
7805,133.5761230931911
7806,42.92632367417178
7807,32.87664104477327
7808,23.6099055513116
7809,0.9166533605768334
7810,0.9166533605768334
7811,0.9166533605768334
7812,2.435841423485403
7813,2.864267279733786
7814,2.864267279733786
7815,2.864267279733786
7816,2.864267279733786
7817,2.864267279733786
7818,2.864267279733786
7819,2.864267279733786
7820,2.864267279733786
7821,2.019584077258486
7822,0.6326218550442828
7823,0.6326218550442828
7824,0.6326218550442828
7825,0.6326218550442828
7826,0.6326218550442828
7827,0.6326218550442828
7828,0.6326218550442828
7829,0.6326218550442828
7830,0.6326218550442828
7831,0.6326218550442828
7832,0.6326218550442828
7833,0.6326218550442828
7834,0.6326218550442828
7835,0.6326218550442828
7836,0.6326218550442828
7837,0.6326218550442828
7838,0.6326218550442828
7839,0.6326218550442828
7840,0.6326218550442828
7841,0.6326218550442828
7842,0.6326218550442828
7843,0.6326218550442828
7844,0.6326218550442828
7845,0.6326218550442828
7846,0.6326218550442828
7847,0.6326218550442828
7848,0.6326218550442828
7849,0.6326218550442828
7850,0.6326218550442828
7851,0.6326218550442828
7852,6.629965553286257
7853,21.60288777673354
7854,0.882473656205511
7855,0.6326218550442828
7856,0.6326218550442828
7857,0.6326218550442828
7858,0.3421888948370359
7859,0.235373443321044
7860,0.1837967782380701
7861,0.1795100041169358
7862,0.1795100041169358
7863,0.1795100041169358
7864,0.1795100041169358
7865,0.1795100041169358
7866,0.1795100041169358
7867,0.1795100041169358
7868,0.1795100041169358
7869,0.1795100041169358
7870,0.1603923197207852
7871,0.0
7872,0.001352788022900443
7873,0.0
7874,0.0
7875,0.0
7876,0.0
7877,0.0
7878,0.0
7879,0.0
7880,0.0
7881,0.0
7882,0.0
7883,0.0
7884,0.0
7885,0.0
7886,0.0
7887,0.0
7888,0.0
7889,0.0
7890,0.0
7891,0.0
7892,0.0
7893,0.0
7894,0.0
7895,0.0
7896,0.0
7897,0.0
7898,0.0
7899,0.0
7900,0.0
7901,0.0
7902,0.0
7903,0.0
7904,0.0
7905,0.0
7906,0.0
7907,0.0
7908,0.0
7909,0.0
7910,0.0
7911,0.0
7912,0.0
7913,0.0
7914,0.0
7915,0.0
7916,0.0
7917,0.0
7918,0.0
7919,0.0
7920,0.0
7921,0.0
7922,0.0
7923,0.0
7924,0.0
7925,0.0
7926,0.0
7927,0.0
7928,0.0
7929,0.0
7930,0.0
7931,0.0
7932,0.2446375439837497
7933,144.3123903525841
7934,72.46412251986467
7935,32.87664104477327
7936,31.76004640271179
7937,2.146393892255126
7938,0.9166533605768334
7939,0.9166719214637512
7940,2.674169406390007
7941,2.864267279733786
7942,2.864267279733786
7943,2.864267279733786
7944,2.864267279733786
7945,2.864267279733786
7946,2.864267279733786
7947,2.864267279733786
7948,2.864267279733786
7949,2.265797491492894
7950,0.6326218550442828
7951,0.6326218550442828
7952,0.6326218550442828
7953,0.6326218550442828
7954,0.6326218550442828
7955,0.6326218550442828
7956,0.6326218550442828
7957,0.6326218550442828
7958,0.6326218550442828
7959,0.6326218550442828
7960,0.6326218550442828
7961,0.6326218550442828
7962,0.6326218550442828
7963,0.6326218550442828
7964,0.6326218550442828
7965,0.6326218550442828
7966,0.6326218550442828
7967,0.6326218550442828
7968,0.6326218550442828
7969,0.6326218550442828
7970,0.6326218550442828
7971,0.6326218550442828
7972,0.6326218550442828
7973,0.6326218550442828
7974,0.6326218550442828
7975,0.6326218550442828
7976,0.6326218550442828
7977,0.6326218550442828
7978,0.6326218550442828
7979,0.6326218550442828
7980,0.6326218550442828
7981,6.119291768860231
7982,3.772986418686095
7983,0.6326218550442828
7984,0.6326218550442828
7985,0.499199012664594
7986,0.3378342351962544
7987,0.4534633216571491
7988,0.4385546069984698
7989,0.3241915080041277
7990,0.1944526948065088
7991,0.1795100041169358
7992,0.1795100041169358
7993,0.1795100041169358
7994,0.1795100041169358
7995,0.1795100041169358
7996,0.1795100041169358
7997,0.1795100041169358
7998,0.1653754149707609
7999,0.09785259990089665
8000,0.1196499368292472
8001,0.006960849726767678
8002,0.1061368321404857
8003,0.08377486839440575
8004,0.0
8005,0.0
8006,0.0
8007,0.0
8008,0.0
8009,0.0
8010,0.0
8011,0.0
8012,0.0
8013,0.0
8014,0.0
8015,0.0
8016,0.0
8017,0.0
8018,0.0
8019,0.0
8020,0.0
8021,0.0
8022,0.0
8023,0.0
8024,0.0
8025,0.0
8026,0.0
8027,0.0
8028,0.0
8029,0.0
8030,0.0
8031,0.0
8032,0.0
8033,0.0
8034,0.0
8035,0.0
8036,0.0
8037,0.0
8038,0.0
8039,0.0
8040,0.0
8041,0.0
8042,0.0
8043,0.0
8044,0.0
8045,0.0
8046,0.0
8047,0.0
8048,0.0
8049,0.0
8050,0.0
8051,0.0
8052,0.0
8053,0.0
8054,0.0
8055,0.0
8056,0.0
8057,0.0
8058,0.0
8059,0.0
8060,0.0
8061,78.95422281084618
8062,55.8404373253066
8063,44.47475736738899
8064,32.87664104477327
8065,8.346730663114815
8066,2.487786750830449
8067,2.73914163007307
8068,2.864267279733786
8069,2.864267279733786
8070,2.864267279733786
8071,2.864267279733786
8072,2.864267279733786
8073,2.864267279733786
8074,2.864267279733786
8075,2.864267279733786
8076,2.864267279733786
8077,2.506063775992275
8078,0.6326218550442828
8079,0.6326218550442828
8080,0.6326218550442828
8081,0.6326218550442828
8082,0.6326218550442828
8083,0.6326218550442828
8084,0.6326218550442828
8085,0.6326218550442828
8086,0.6326218550442828
8087,0.6326218550442828
8088,0.6326218550442828
8089,0.6326218550442828
8090,0.6326218550442828
8091,0.6326218550442828
8092,0.6326218550442828
8093,0.6326218550442828
8094,0.6326218550442828
8095,0.6326218550442828
8096,0.6326218550442828
8097,0.6326218550442828
8098,0.6326218550442828
8099,0.6326218550442828
8100,0.6326218550442828
8101,0.6326218550442828
8102,0.6326218550442828
8103,0.6326218550442828
8104,0.6326218550442828
8105,0.6326218550442828
8106,0.6326218550442828
8107,0.6326218550442828
8108,0.6326218550442828
8109,2.554140353489468
8110,8.154619577162006
8111,2.412977877521805
8112,0.6088423475508485
8113,0.2992397900017172
8114,0.45153549881352
8115,0.4534633216571491
8116,0.4534633216571491
8117,0.4534633216571491
8118,0.4294230148736982
8119,0.2429232497446667
8120,0.1795100041169358
8121,0.1795100041169358
8122,0.1795100041169358
8123,0.1795100041169358
8124,0.1795100041169358
8125,0.1795100041169358
8126,0.1795100041169358
8127,0.1795100041169358
8128,0.178516868968379
8129,0.1222768688529261
8130,0.1464979375783793
8131,0.144623744998572
8132,0.0
8133,0.0
8134,0.0
8135,0.0
8136,0.0
8137,0.0
8138,0.0
8139,0.0
8140,0.0
8141,0.0
8142,0.0
8143,0.0
8144,0.0
8145,0.0
8146,0.0
8147,0.0
8148,0.0
8149,0.0
8150,0.0
8151,0.0
8152,0.0
8153,0.0
8154,0.0
8155,0.0
8156,0.0
8157,0.0
8158,0.0
8159,0.0
8160,0.0
8161,0.0
8162,0.0
8163,0.0
8164,0.0
8165,0.0
8166,0.0
8167,0.0
8168,0.0
8169,0.0
8170,0.0
8171,0.0
8172,0.0
8173,0.0
8174,0.0
8175,0.0
8176,0.0
8177,0.0
8178,0.0
8179,0.0
8180,0.0
8181,0.0
8182,0.0
8183,0.0
8184,0.0
8185,0.0
8186,0.0
8187,0.0
8188,0.0
8189,77.99647600788643
8190,111.8055408661871
8191,35.32974490608225
8192,32.3076342418574
8193,4.023134861077476
8194,2.864267279733786
8195,2.864267279733786
8196,2.864267279733786
8197,2.864267279733786
8198,2.864267279733786
8199,2.864267279733786
8200,2.864267279733786
8201,2.864267279733786
8202,2.864267279733786
8203,2.864267279733786
8204,2.864267279733786
8205,2.742838346846929
8206,0.6326218550442828
8207,0.6326218550442828
8208,0.6326218550442828
8209,0.6326218550442828
8210,0.6326218550442828
8211,0.6326218550442828
8212,0.6326218550442828
8213,0.6326218550442828
8214,0.6326218550442828
8215,0.6326218550442828
8216,0.6326218550442828
8217,0.6326218550442828
8218,0.6326218550442828
8219,0.6326218550442828
8220,0.6326218550442828
